fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.26923076923076933,0.39726027397260266,0.0,0.2727272727272725,0.06631762652705062,0.4,0.3888888888888889,0.6850393700787407,0.625,0.18253968253968256,0.1785714285714286,0.3999999999999999
0.30769230769230765,0.5205479452054794,0.0,0.9090909090909092,0.10471204188481678,0.96,0.8472222222222221,0.5866141732283552,0.3269230769230771,0.27777777777777773,0.2500000000000002,0.3999999999999999
0.30769230769230765,0.4383561643835616,0.052631578947368425,0.6363636363636362,0.0942408376963351,0.5599999999999999,0.6666666666666666,0.6062992125984294,0.3846153846153846,0.2539682539682539,0.2500000000000002,0.3999999999999999
0.6346153846153844,0.10958904109589043,0.736842105263158,0.2727272727272725,0.06457242582897033,0.64,0.7499999999999999,0.7047244094488292,0.28846153846153877,0.19841269841269832,0.2500000000000002,0.6000000000000001
0.26923076923076933,0.39726027397260266,0.0,0.2727272727272725,0.06631762652705062,0.4,0.3888888888888889,0.6850393700787407,0.625,0.18253968253968256,0.1785714285714286,0.3999999999999999
0.26923076923076933,0.3698630136986301,0.0,0.18181818181818166,0.06457242582897033,0.48000000000000004,0.47222222222222227,0.6850393700787407,0.625,0.18253968253968256,0.1785714285714286,0.3999999999999999
0.31730769230769235,0.3287671232876712,0.07894736842105264,0.0,0.05410122164048868,0.5599999999999999,0.736111111111111,0.5472440944881924,0.4230769230769229,0.10317460317460314,0.1785714285714286,0.3999999999999999
0.30769230769230765,0.3150684931506849,0.026315789473684213,0.36363636363636354,0.06108202443280977,0.32,0.16666666666666669,0.5866141732283552,0.48076923076923084,0.1904761904761904,0.1964285714285714,0.8
0.20192307692307693,0.3150684931506849,0.10526315789473685,0.18181818181818166,0.10296684118673649,0.5599999999999999,0.8194444444444443,0.4980314960629926,0.40384615384615374,0.16666666666666669,0.1428571428571428,0.3999999999999999
0.09615384615384609,0.3390410958904109,0.0,0.0,0.08900523560209425,0.6,0.736111111111111,0.3405511811023558,0.6923076923076925,0.15079365079365076,0.267857142857143,0.3999999999999999
0.30769230769230765,0.33561643835616434,0.3815789473684211,0.0,0.13263525305410126,0.32,0.3194444444444444,0.645669291338578,0.3846153846153846,0.9761904761904763,0.125,0.3999999999999999
0.3365384615384615,0.30136986301369867,0.368421052631579,0.09090909090909083,0.5759162303664922,0.6,0.6944444444444443,0.5866141732283552,0.24038461538461542,0.753968253968254,0.1607142857142858,0.3999999999999999
0.31730769230769235,0.136986301369863,0.6710526315789475,0.18181818181818166,0.5287958115183247,0.64,0.6944444444444443,0.5964566929133923,0.17307692307692335,0.5952380952380953,0.1428571428571428,0.6000000000000001
0.2884615384615384,0.18493150684931509,0.4078947368421053,0.6363636363636362,0.0767888307155323,0.88,0.9027777777777777,0.7244094488189035,0.6346153846153846,0.2539682539682539,0.23214285714285698,0.3999999999999999
0.31730769230769235,0.21232876712328763,0.27631578947368424,0.0,0.11867364746945899,0.36000000000000004,0.4305555555555555,0.5669291338582809,0.29807692307692335,0.4603174603174603,0.1964285714285714,0.3999999999999999
0.37500000000000006,0.25342465753424653,0.14473684210526316,0.6363636363636362,0.08027923211169286,0.32,0.8472222222222221,0.5866141732283552,0.29807692307692335,0.15873015873015872,0.1785714285714286,0.3999999999999999
0.2211538461538462,0.1917808219178082,0.1842105263157895,0.7272727272727271,0.08202443280977315,0.7999999999999999,0.47222222222222227,0.5866141732283552,0.5480769230769234,0.23809523809523808,0.23214285714285698,0.6000000000000001
0.2884615384615384,0.19863013698630133,0.31578947368421056,0.18181818181818166,0.07329842931937175,0.12,0.06944444444444443,0.527559055118104,0.40384615384615374,0.20634920634920628,0.1964285714285714,0.3999999999999999
0.31730769230769235,0.21232876712328763,0.27631578947368424,0.0,0.11867364746945899,0.36000000000000004,0.4305555555555555,0.5669291338582809,0.29807692307692335,0.4603174603174603,0.1964285714285714,0.3999999999999999
0.24038461538461536,0.40410958904109584,0.0,0.2727272727272725,0.07329842931937175,0.52,0.4027777777777778,0.6259842519685037,0.5865384615384617,0.1746031746031746,0.1785714285714286,0.3999999999999999
0.30769230769230765,0.3595890410958904,0.0,0.36363636363636354,0.0767888307155323,0.28,0.1388888888888889,0.5472440944881924,0.5,0.20634920634920628,0.2500000000000002,0.6000000000000001
0.2211538461538462,0.386986301369863,0.0,0.8181818181818179,0.11692844677137873,0.84,0.4305555555555555,0.5669291338582809,0.5769230769230771,0.1904761904761904,0.3928571428571428,0.6000000000000001
0.057692307692307765,0.136986301369863,0.32894736842105265,0.18181818181818166,0.11343804537521815,0.48000000000000004,0.611111111111111,0.4783464566929183,0.5,0.1746031746031746,0.1428571428571428,0.3999999999999999
0.30769230769230765,0.3287671232876712,0.1842105263157895,0.7272727272727271,0.08376963350785341,0.07999999999999999,0.12499999999999999,0.6555118110236293,0.5384615384615383,0.21428571428571425,0.4285714285714288,0.6000000000000001
0.3365384615384615,0.1780821917808219,0.368421052631579,0.4545454545454546,0.04886561954624784,0.48000000000000004,0.3333333333333333,0.5866141732283552,0.35576923076923084,0.3174603174603174,0.23214285714285698,0.8
0.2788461538461538,0.25342465753424653,0.26315789473684215,0.9090909090909092,0.5130890052356022,0.28,0.11111111111111109,0.5866141732283552,0.3365384615384617,0.4523809523809524,0.375,0.6000000000000001
0.3365384615384615,0.3698630136986301,0.2894736842105263,0.5454545454545454,0.05410122164048868,0.32,0.2361111111111111,0.5866141732283552,0.4230769230769229,0.6904761904761905,0.3392857142857144,0.3999999999999999
0.2115384615384615,0.3767123287671233,0.026315789473684213,0.18181818181818166,0.02094240837696336,0.16,0.06944444444444443,0.527559055118104,0.5961538461538463,0.15079365079365076,0.1964285714285714,0.3999999999999999
0.0,0.273972602739726,0.19736842105263158,0.4545454545454546,0.02792321116928448,0.28,0.8194444444444443,0.2519685039370074,1.0,0.18253968253968256,0.8392857142857144,0.19999999999999996
0.3942307692307691,0.11643835616438356,0.6842105263157895,0.0,0.13089005235602097,0.44,0.4305555555555555,0.5964566929133923,0.375,0.19841269841269832,0.1964285714285714,0.3999999999999999
0.17307692307692318,0.1917808219178082,0.3026315789473685,0.0,0.04886561954624784,0.16,0.08333333333333333,0.48818897637795544,0.4615384615384617,0.18253968253968256,0.1428571428571428,0.3999999999999999
0.4038461538461539,0.3698630136986301,0.34210526315789475,0.09090909090909083,0.06282722513089006,0.12,0.2361111111111111,0.6161417322834666,0.27884615384615374,0.3253968253968253,0.1428571428571428,0.3999999999999999
0.19230769230769224,0.273972602739726,0.052631578947368425,0.5454545454545454,0.05410122164048868,0.28,0.12499999999999999,0.4685039370078812,0.5192307692307692,0.23809523809523808,0.1785714285714286,0.6000000000000001
0.19230769230769224,0.2602739726027397,0.052631578947368425,0.4545454545454546,0.05235602094240839,0.19999999999999998,0.11111111111111109,0.45866141732284404,0.509615384615385,0.246031746031746,0.1785714285714286,0.6000000000000001
0.30769230769230765,0.32191780821917804,0.2368421052631579,0.6363636363636362,0.06631762652705062,0.64,0.6666666666666666,0.6555118110236293,0.5480769230769234,0.20634920634920628,0.2857142857142858,0.3999999999999999
0.25961538461538464,0.18493150684931509,0.4078947368421053,0.7272727272727271,0.06282722513089006,0.32,0.5555555555555555,0.527559055118104,0.5288461538461542,0.16666666666666669,0.1785714285714286,0.6000000000000001
0.4038461538461539,0.1917808219178082,0.5263157894736843,0.5454545454545454,0.07155322862129146,0.72,0.6388888888888888,0.7047244094488292,0.5576923076923079,0.246031746031746,0.1428571428571428,0.3999999999999999
0.2788461538461538,0.273972602739726,0.2105263157894737,0.2727272727272725,0.08202443280977315,0.44,0.4027777777777778,0.5866141732283552,0.5,0.23015873015873012,0.1964285714285714,0.8
0.23076923076923078,0.4212328767123288,0.06578947368421054,0.36363636363636354,0.07504363001745201,0.48000000000000004,0.6666666666666666,0.5669291338582809,0.509615384615385,0.1904761904761904,0.2500000000000002,0.3999999999999999
0.19230769230769224,0.40068493150684925,0.09210526315789475,0.0,0.06631762652705062,0.19999999999999998,0.12499999999999999,0.527559055118104,0.5576923076923079,0.19841269841269832,0.4107142857142856,0.3999999999999999
0.3269230769230769,0.40068493150684925,0.06578947368421054,0.2727272727272725,0.06282722513089006,0.28,0.18055555555555558,0.527559055118104,0.4615384615384617,0.4920634920634919,0.375,0.6000000000000001
0.2980769230769231,0.3493150684931507,0.10526315789473685,0.2727272727272725,0.06631762652705062,0.5599999999999999,0.2916666666666667,0.576771653543318,0.4423076923076925,0.16666666666666669,0.1964285714285714,0.6000000000000001
0.3557692307692309,0.3801369863013699,0.34210526315789475,0.4545454545454546,0.08027923211169286,0.4,0.5138888888888888,0.6653543307086665,0.43269230769230793,0.15873015873015872,0.1428571428571428,0.19999999999999996
