fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.24038461538461542,0.21568627450980388,0.20481927710843376,0.07194244604316548,0.13309352517985612,0.15686274509803924,0.5147058823529411,0.5107487027427595,0.5272727272727273,0.31395348837209297,0.18965517241379293,0.5
0.41346153846153855,0.19607843137254904,0.24096385542168677,0.45323741007194246,0.1366906474820144,0.47058823529411764,0.2573529411764706,0.5922905856189686,0.49090909090909074,0.25581395348837205,0.2931034482758619,0.5
0.3269230769230771,0.14705882352941177,0.1927710843373494,0.5683453237410072,0.1654676258992806,0.8039215686274509,0.911764705882353,0.6293550778354273,0.42727272727272725,0.20930232558139533,0.2586206896551724,0.5
0.3269230769230771,0.14705882352941177,0.1927710843373494,0.5683453237410072,0.1654676258992806,0.8039215686274509,0.911764705882353,0.6293550778354273,0.42727272727272725,0.20930232558139533,0.2586206896551724,0.5
0.41346153846153855,0.19607843137254904,0.24096385542168677,0.45323741007194246,0.1366906474820144,0.47058823529411764,0.2573529411764706,0.5922905856189686,0.49090909090909074,0.25581395348837205,0.2931034482758619,0.5
0.23076923076923084,0.23529411764705882,0.0963855421686747,0.46043165467625896,0.11870503597122303,0.47058823529411764,0.5441176470588236,0.5774647887323852,0.41818181818181843,0.29069767441860456,0.2068965517241379,0.5
0.24038461538461542,0.21568627450980388,0.20481927710843376,0.07194244604316548,0.13309352517985612,0.15686274509803924,0.5147058823529411,0.5107487027427595,0.5272727272727273,0.31395348837209297,0.18965517241379293,0.5
0.41346153846153855,0.1372549019607843,0.25903614457831325,0.06474820143884892,0.11510791366906475,0.43137254901960786,0.4926470588235294,0.49592290585619025,0.45454545454545503,0.26744186046511625,0.4482758620689655,0.5
0.41346153846153855,0.18627450980392157,0.24698795180722893,0.06115107913669064,0.07553956834532374,0.09803921568627452,0.007352941176470618,0.2735359525574381,0.2454545454545456,0.3953488372093023,0.6206896551724139,0.33333333333333326
0.4615384615384617,0.14705882352941177,0.24096385542168677,0.2589928057553957,0.0827338129496403,0.2156862745098039,0.3455882352941177,0.5626389918458017,0.3818181818181823,0.3604651162790698,0.22413793103448265,0.33333333333333326
0.3942307692307694,0.0980392156862745,0.22289156626506026,0.043165467625899276,0.10071942446043167,0.19607843137254902,0.0955882352941177,0.362490733876939,0.41818181818181843,0.47674418604651153,0.413793103448276,0.33333333333333326
0.2692307692307693,0.0784313725490196,0.24096385542168677,0.06474820143884892,0.11510791366906475,0.8235294117647058,0.5955882352941178,0.3031875463306051,0.7454545454545456,0.3488372093023256,0.6896551724137934,0.6666666666666665
0.2692307692307693,0.08823529411764708,0.22891566265060243,0.06474820143884892,0.07194244604316546,0.43137254901960786,0.3676470588235294,0.31801334321718855,0.4818181818181819,0.3837209302325581,0.517241379310345,0.6666666666666665
0.24038461538461542,0.392156862745098,0.024096385542168676,0.035971223021582746,0.12230215827338128,0.47058823529411764,0.27205882352941174,0.4217939214232729,0.4727272727272731,0.16279069767441856,0.2068965517241379,0.5
0.23076923076923084,0.5686274509803921,0.2891566265060241,0.043165467625899276,0.06115107913669066,0.4509803921568627,0.0955882352941177,0.15492957746478453,0.5545454545454547,0.19767441860465118,0.7586206896551724,0.8333333333333333
0.34615384615384626,0.25490196078431376,0.2530120481927711,0.035971223021582746,0.07553956834532374,0.2156862745098039,0.8014705882352942,0.34025203854706376,0.36363636363636376,0.3604651162790698,0.5000000000000002,0.5
